id,date,country,store,product,num_sold
113940,2013-06-20,Canada,Discount Stickers,Holographic Goose,800.0
113945,2013-06-20,Canada,Stickers for Less,Holographic Goose,800.0
113950,2013-06-20,Canada,Premium Sticker Mart,Holographic Goose,800.0
113985,2013-06-20,Kenya,Discount Stickers,Holographic Goose,20.0
113990,2013-06-20,Kenya,Stickers for Less,Holographic Goose,20.0
113995,2013-06-20,Kenya,Premium Sticker Mart,Holographic Goose,20.0
114030,2013-06-21,Canada,Discount Stickers,Holographic Goose,800.0
114035,2013-06-21,Canada,Stickers for Less,Holographic Goose,800.0
114075,2013-06-21,Kenya,Discount Stickers,Holographic Goose,20.0
114080,2013-06-21,Kenya,Stickers for Less,Holographic Goose,20.0
114120,2013-06-22,Canada,Discount Stickers,Holographic Goose,800.0
114125,2013-06-22,Canada,Stickers for Less,Holographic Goose,800.0
114165,2013-06-22,Kenya,Discount Stickers,Holographic Goose,20.0
114170,2013-06-22,Kenya,Stickers for Less,Holographic Goose,20.0
114210,2013-06-23,Canada,Discount Stickers,Holographic Goose,800.0
114255,2013-06-23,Kenya,Discount Stickers,Holographic Goose,20.0
114300,2013-06-24,Canada,Discount Stickers,Holographic Goose,800.0
114305,2013-06-24,Canada,Stickers for Less,Holographic Goose,800.0
114345,2013-06-24,Kenya,Discount Stickers,Holographic Goose,20.0
114350,2013-06-24,Kenya,Stickers for Less,Holographic Goose,20.0
114390,2013-06-25,Canada,Discount Stickers,Holographic Goose,800.0
114395,2013-06-25,Canada,Stickers for Less,Holographic Goose,800.0
114435,2013-06-25,Kenya,Discount Stickers,Holographic Goose,20.0
114440,2013-06-25,Kenya,Stickers for Less,Holographic Goose,20.0
114445,2013-06-25,Kenya,Premium Sticker Mart,Holographic Goose,20.0
114480,2013-06-26,Canada,Discount Stickers,Holographic Goose,800.0
114485,2013-06-26,Canada,Stickers for Less,Holographic Goose,800.0
114490,2013-06-26,Canada,Premium Sticker Mart,Holographic Goose,800.0
114525,2013-06-26,Kenya,Discount Stickers,Holographic Goose,20.0
114530,2013-06-26,Kenya,Stickers for Less,Holographic Goose,20.0
114535,2013-06-26,Kenya,Premium Sticker Mart,Holographic Goose,20.0
114570,2013-06-27,Canada,Discount Stickers,Holographic Goose,800.0
114575,2013-06-27,Canada,Stickers for Less,Holographic Goose,800.0
114615,2013-06-27,Kenya,Discount Stickers,Holographic Goose,20.0
114620,2013-06-27,Kenya,Stickers for Less,Holographic Goose,20.0
114625,2013-06-27,Kenya,Premium Sticker Mart,Holographic Goose,20.0
114660,2013-06-28,Canada,Discount Stickers,Holographic Goose,800.0
114665,2013-06-28,Canada,Stickers for Less,Holographic Goose,800.0
114705,2013-06-28,Kenya,Discount Stickers,Holographic Goose,20.0
114710,2013-06-28,Kenya,Stickers for Less,Holographic Goose,20.0
114750,2013-06-29,Canada,Discount Stickers,Holographic Goose,800.0
114755,2013-06-29,Canada,Stickers for Less,Holographic Goose,800.0
114795,2013-06-29,Kenya,Discount Stickers,Holographic Goose,20.0
114800,2013-06-29,Kenya,Stickers for Less,Holographic Goose,20.0
114840,2013-06-30,Canada,Discount Stickers,Holographic Goose,800.0
114885,2013-06-30,Kenya,Discount Stickers,Holographic Goose,20.0
114930,2013-07-01,Canada,Discount Stickers,Holographic Goose,800.0
114935,2013-07-01,Canada,Stickers for Less,Holographic Goose,800.0
114975,2013-07-01,Kenya,Discount Stickers,Holographic Goose,20.0
114980,2013-07-01,Kenya,Stickers for Less,Holographic Goose,20.0
114985,2013-07-01,Kenya,Premium Sticker Mart,Holographic Goose,20.0
115020,2013-07-02,Canada,Discount Stickers,Holographic Goose,800.0
115025,2013-07-02,Canada,Stickers for Less,Holographic Goose,800.0
115065,2013-07-02,Kenya,Discount Stickers,Holographic Goose,20.0
115070,2013-07-02,Kenya,Stickers for Less,Holographic Goose,20.0
115110,2013-07-03,Canada,Discount Stickers,Holographic Goose,800.0
115115,2013-07-03,Canada,Stickers for Less,Holographic Goose,800.0
115155,2013-07-03,Kenya,Discount Stickers,Holographic Goose,20.0
115160,2013-07-03,Kenya,Stickers for Less,Holographic Goose,20.0
115165,2013-07-03,Kenya,Premium Sticker Mart,Holographic Goose,20.0
115200,2013-07-04,Canada,Discount Stickers,Holographic Goose,800.0
115205,2013-07-04,Canada,Stickers for Less,Holographic Goose,800.0
115245,2013-07-04,Kenya,Discount Stickers,Holographic Goose,20.0
115250,2013-07-04,Kenya,Stickers for Less,Holographic Goose,20.0
115255,2013-07-04,Kenya,Premium Sticker Mart,Holographic Goose,20.0
115290,2013-07-05,Canada,Discount Stickers,Holographic Goose,800.0
115295,2013-07-05,Canada,Stickers for Less,Holographic Goose,800.0
115335,2013-07-05,Kenya,Discount Stickers,Holographic Goose,20.0
115340,2013-07-05,Kenya,Stickers for Less,Holographic Goose,20.0
115380,2013-07-06,Canada,Discount Stickers,Holographic Goose,800.0
115385,2013-07-06,Canada,Stickers for Less,Holographic Goose,800.0
115425,2013-07-06,Kenya,Discount Stickers,Holographic Goose,20.0
115430,2013-07-06,Kenya,Stickers for Less,Holographic Goose,20.0
115470,2013-07-07,Canada,Discount Stickers,Holographic Goose,800.0
115515,2013-07-07,Kenya,Discount Stickers,Holographic Goose,20.0
115560,2013-07-08,Canada,Discount Stickers,Holographic Goose,800.0
115565,2013-07-08,Canada,Stickers for Less,Holographic Goose,800.0
115605,2013-07-08,Kenya,Discount Stickers,Holographic Goose,20.0
115610,2013-07-08,Kenya,Stickers for Less,Holographic Goose,20.0
115615,2013-07-08,Kenya,Premium Sticker Mart,Holographic Goose,20.0
115650,2013-07-09,Canada,Discount Stickers,Holographic Goose,800.0
115655,2013-07-09,Canada,Stickers for Less,Holographic Goose,800.0
115660,2013-07-09,Canada,Premium Sticker Mart,Holographic Goose,800.0
115695,2013-07-09,Kenya,Discount Stickers,Holographic Goose,20.0
115700,2013-07-09,Kenya,Stickers for Less,Holographic Goose,20.0
115705,2013-07-09,Kenya,Premium Sticker Mart,Holographic Goose,20.0
115740,2013-07-10,Canada,Discount Stickers,Holographic Goose,800.0
115745,2013-07-10,Canada,Stickers for Less,Holographic Goose,800.0
115785,2013-07-10,Kenya,Discount Stickers,Holographic Goose,20.0
115790,2013-07-10,Kenya,Stickers for Less,Holographic Goose,20.0
115795,2013-07-10,Kenya,Premium Sticker Mart,Holographic Goose,20.0
115830,2013-07-11,Canada,Discount Stickers,Holographic Goose,800.0
115835,2013-07-11,Canada,Stickers for Less,Holographic Goose,800.0
115875,2013-07-11,Kenya,Discount Stickers,Holographic Goose,20.0
115880,2013-07-11,Kenya,Stickers for Less,Holographic Goose,20.0
115885,2013-07-11,Kenya,Premium Sticker Mart,Holographic Goose,20.0
115920,2013-07-12,Canada,Discount Stickers,Holographic Goose,800.0
115925,2013-07-12,Canada,Stickers for Less,Holographic Goose,800.0
115930,2013-07-12,Canada,Premium Sticker Mart,Holographic Goose,800.0
115965,2013-07-12,Kenya,Discount Stickers,Holographic Goose,20.0
115970,2013-07-12,Kenya,Stickers for Less,Holographic Goose,20.0
115975,2013-07-12,Kenya,Premium Sticker Mart,Holographic Goose,20.0
116010,2013-07-13,Canada,Discount Stickers,Holographic Goose,800.0
116015,2013-07-13,Canada,Stickers for Less,Holographic Goose,800.0
116055,2013-07-13,Kenya,Discount Stickers,Holographic Goose,20.0
116060,2013-07-13,Kenya,Stickers for Less,Holographic Goose,20.0
116100,2013-07-14,Canada,Discount Stickers,Holographic Goose,800.0
116145,2013-07-14,Kenya,Discount Stickers,Holographic Goose,20.0
116190,2013-07-15,Canada,Discount Stickers,Holographic Goose,800.0
116195,2013-07-15,Canada,Stickers for Less,Holographic Goose,800.0
116200,2013-07-15,Canada,Premium Sticker Mart,Holographic Goose,800.0
116235,2013-07-15,Kenya,Discount Stickers,Holographic Goose,20.0
116240,2013-07-15,Kenya,Stickers for Less,Holographic Goose,20.0
116245,2013-07-15,Kenya,Premium Sticker Mart,Holographic Goose,20.0
116280,2013-07-16,Canada,Discount Stickers,Holographic Goose,800.0
116285,2013-07-16,Canada,Stickers for Less,Holographic Goose,800.0
116290,2013-07-16,Canada,Premium Sticker Mart,Holographic Goose,800.0
116325,2013-07-16,Kenya,Discount Stickers,Holographic Goose,20.0
116330,2013-07-16,Kenya,Stickers for Less,Holographic Goose,20.0
116335,2013-07-16,Kenya,Premium Sticker Mart,Holographic Goose,20.0
116370,2013-07-17,Canada,Discount Stickers,Holographic Goose,800.0
116375,2013-07-17,Canada,Stickers for Less,Holographic Goose,800.0
116380,2013-07-17,Canada,Premium Sticker Mart,Holographic Goose,800.0
116415,2013-07-17,Kenya,Discount Stickers,Holographic Goose,20.0
116420,2013-07-17,Kenya,Stickers for Less,Holographic Goose,20.0
116460,2013-07-18,Canada,Discount Stickers,Holographic Goose,800.0
116465,2013-07-18,Canada,Stickers for Less,Holographic Goose,800.0
116470,2013-07-18,Canada,Premium Sticker Mart,Holographic Goose,800.0
116505,2013-07-18,Kenya,Discount Stickers,Holographic Goose,20.0
116510,2013-07-18,Kenya,Stickers for Less,Holographic Goose,20.0
116515,2013-07-18,Kenya,Premium Sticker Mart,Holographic Goose,20.0
116550,2013-07-19,Canada,Discount Stickers,Holographic Goose,800.0
116555,2013-07-19,Canada,Stickers for Less,Holographic Goose,800.0
116595,2013-07-19,Kenya,Discount Stickers,Holographic Goose,20.0
116600,2013-07-19,Kenya,Stickers for Less,Holographic Goose,20.0
116640,2013-07-20,Canada,Discount Stickers,Holographic Goose,800.0
116645,2013-07-20,Canada,Stickers for Less,Holographic Goose,800.0
116685,2013-07-20,Kenya,Discount Stickers,Holographic Goose,20.0
116690,2013-07-20,Kenya,Stickers for Less,Holographic Goose,20.0
116730,2013-07-21,Canada,Discount Stickers,Holographic Goose,800.0
116775,2013-07-21,Kenya,Discount Stickers,Holographic Goose,20.0
116780,2013-07-21,Kenya,Stickers for Less,Holographic Goose,20.0
116820,2013-07-22,Canada,Discount Stickers,Holographic Goose,800.0
116825,2013-07-22,Canada,Stickers for Less,Holographic Goose,800.0
116830,2013-07-22,Canada,Premium Sticker Mart,Holographic Goose,800.0
116865,2013-07-22,Kenya,Discount Stickers,Holographic Goose,20.0
116870,2013-07-22,Kenya,Stickers for Less,Holographic Goose,20.0
116875,2013-07-22,Kenya,Premium Sticker Mart,Holographic Goose,20.0
116910,2013-07-23,Canada,Discount Stickers,Holographic Goose,800.0
116915,2013-07-23,Canada,Stickers for Less,Holographic Goose,800.0
116955,2013-07-23,Kenya,Discount Stickers,Holographic Goose,20.0
116960,2013-07-23,Kenya,Stickers for Less,Holographic Goose,20.0
116965,2013-07-23,Kenya,Premium Sticker Mart,Holographic Goose,20.0
117000,2013-07-24,Canada,Discount Stickers,Holographic Goose,800.0
117005,2013-07-24,Canada,Stickers for Less,Holographic Goose,800.0
117045,2013-07-24,Kenya,Discount Stickers,Holographic Goose,20.0
117050,2013-07-24,Kenya,Stickers for Less,Holographic Goose,20.0
117055,2013-07-24,Kenya,Premium Sticker Mart,Holographic Goose,20.0
117090,2013-07-25,Canada,Discount Stickers,Holographic Goose,800.0
117095,2013-07-25,Canada,Stickers for Less,Holographic Goose,800.0
117100,2013-07-25,Canada,Premium Sticker Mart,Holographic Goose,800.0
117135,2013-07-25,Kenya,Discount Stickers,Holographic Goose,20.0
117140,2013-07-25,Kenya,Stickers for Less,Holographic Goose,20.0
117145,2013-07-25,Kenya,Premium Sticker Mart,Holographic Goose,20.0
117180,2013-07-26,Canada,Discount Stickers,Holographic Goose,800.0
117185,2013-07-26,Canada,Stickers for Less,Holographic Goose,800.0
117225,2013-07-26,Kenya,Discount Stickers,Holographic Goose,20.0
117230,2013-07-26,Kenya,Stickers for Less,Holographic Goose,20.0
117235,2013-07-26,Kenya,Premium Sticker Mart,Holographic Goose,20.0
117270,2013-07-27,Canada,Discount Stickers,Holographic Goose,800.0
117275,2013-07-27,Canada,Stickers for Less,Holographic Goose,800.0
117315,2013-07-27,Kenya,Discount Stickers,Holographic Goose,20.0
117320,2013-07-27,Kenya,Stickers for Less,Holographic Goose,20.0
117360,2013-07-28,Canada,Discount Stickers,Holographic Goose,800.0
117405,2013-07-28,Kenya,Discount Stickers,Holographic Goose,20.0
117450,2013-07-29,Canada,Discount Stickers,Holographic Goose,800.0
117455,2013-07-29,Canada,Stickers for Less,Holographic Goose,800.0
117460,2013-07-29,Canada,Premium Sticker Mart,Holographic Goose,800.0
117495,2013-07-29,Kenya,Discount Stickers,Holographic Goose,20.0
117500,2013-07-29,Kenya,Stickers for Less,Holographic Goose,20.0
117505,2013-07-29,Kenya,Premium Sticker Mart,Holographic Goose,20.0
117540,2013-07-30,Canada,Discount Stickers,Holographic Goose,800.0
117545,2013-07-30,Canada,Stickers for Less,Holographic Goose,800.0
117585,2013-07-30,Kenya,Discount Stickers,Holographic Goose,20.0
117590,2013-07-30,Kenya,Stickers for Less,Holographic Goose,20.0
117595,2013-07-30,Kenya,Premium Sticker Mart,Holographic Goose,20.0
117630,2013-07-31,Canada,Discount Stickers,Holographic Goose,800.0
117635,2013-07-31,Canada,Stickers for Less,Holographic Goose,800.0
117675,2013-07-31,Kenya,Discount Stickers,Holographic Goose,20.0
117680,2013-07-31,Kenya,Stickers for Less,Holographic Goose,20.0
117685,2013-07-31,Kenya,Premium Sticker Mart,Holographic Goose,20.0
117720,2013-08-01,Canada,Discount Stickers,Holographic Goose,800.0
117725,2013-08-01,Canada,Stickers for Less,Holographic Goose,800.0
117765,2013-08-01,Kenya,Discount Stickers,Holographic Goose,20.0
117770,2013-08-01,Kenya,Stickers for Less,Holographic Goose,20.0
117775,2013-08-01,Kenya,Premium Sticker Mart,Holographic Goose,20.0
117810,2013-08-02,Canada,Discount Stickers,Holographic Goose,800.0
117820,2013-08-02,Canada,Premium Sticker Mart,Holographic Goose,800.0
117855,2013-08-02,Kenya,Discount Stickers,Holographic Goose,20.0
117860,2013-08-02,Kenya,Stickers for Less,Holographic Goose,20.0
117900,2013-08-03,Canada,Discount Stickers,Holographic Goose,800.0
117905,2013-08-03,Canada,Stickers for Less,Holographic Goose,800.0
117945,2013-08-03,Kenya,Discount Stickers,Holographic Goose,20.0
117950,2013-08-03,Kenya,Stickers for Less,Holographic Goose,20.0
117990,2013-08-04,Canada,Discount Stickers,Holographic Goose,800.0
118035,2013-08-04,Kenya,Discount Stickers,Holographic Goose,20.0
118040,2013-08-04,Kenya,Stickers for Less,Holographic Goose,20.0
118080,2013-08-05,Canada,Discount Stickers,Holographic Goose,800.0
118085,2013-08-05,Canada,Stickers for Less,Holographic Goose,800.0
118125,2013-08-05,Kenya,Discount Stickers,Holographic Goose,20.0
118130,2013-08-05,Kenya,Stickers for Less,Holographic Goose,20.0
118170,2013-08-06,Canada,Discount Stickers,Holographic Goose,800.0
118175,2013-08-06,Canada,Stickers for Less,Holographic Goose,800.0
118215,2013-08-06,Kenya,Discount Stickers,Holographic Goose,20.0
118220,2013-08-06,Kenya,Stickers for Less,Holographic Goose,20.0
118225,2013-08-06,Kenya,Premium Sticker Mart,Holographic Goose,20.0
118260,2013-08-07,Canada,Discount Stickers,Holographic Goose,800.0
118265,2013-08-07,Canada,Stickers for Less,Holographic Goose,800.0
118305,2013-08-07,Kenya,Discount Stickers,Holographic Goose,20.0
118310,2013-08-07,Kenya,Stickers for Less,Holographic Goose,20.0
118315,2013-08-07,Kenya,Premium Sticker Mart,Holographic Goose,20.0
118350,2013-08-08,Canada,Discount Stickers,Holographic Goose,800.0
118355,2013-08-08,Canada,Stickers for Less,Holographic Goose,800.0
118360,2013-08-08,Canada,Premium Sticker Mart,Holographic Goose,800.0
118395,2013-08-08,Kenya,Discount Stickers,Holographic Goose,20.0
118400,2013-08-08,Kenya,Stickers for Less,Holographic Goose,20.0
118440,2013-08-09,Canada,Discount Stickers,Holographic Goose,800.0
118445,2013-08-09,Canada,Stickers for Less,Holographic Goose,800.0
118485,2013-08-09,Kenya,Discount Stickers,Holographic Goose,20.0
118490,2013-08-09,Kenya,Stickers for Less,Holographic Goose,20.0
118530,2013-08-10,Canada,Discount Stickers,Holographic Goose,800.0
118535,2013-08-10,Canada,Stickers for Less,Holographic Goose,800.0
118575,2013-08-10,Kenya,Discount Stickers,Holographic Goose,20.0
118580,2013-08-10,Kenya,Stickers for Less,Holographic Goose,20.0
118620,2013-08-11,Canada,Discount Stickers,Holographic Goose,800.0
118665,2013-08-11,Kenya,Discount Stickers,Holographic Goose,20.0
118710,2013-08-12,Canada,Discount Stickers,Holographic Goose,800.0
118715,2013-08-12,Canada,Stickers for Less,Holographic Goose,800.0
118755,2013-08-12,Kenya,Discount Stickers,Holographic Goose,20.0
118760,2013-08-12,Kenya,Stickers for Less,Holographic Goose,20.0
118765,2013-08-12,Kenya,Premium Sticker Mart,Holographic Goose,20.0
118800,2013-08-13,Canada,Discount Stickers,Holographic Goose,800.0
118805,2013-08-13,Canada,Stickers for Less,Holographic Goose,800.0
118845,2013-08-13,Kenya,Discount Stickers,Holographic Goose,20.0
118850,2013-08-13,Kenya,Stickers for Less,Holographic Goose,20.0
118890,2013-08-14,Canada,Discount Stickers,Holographic Goose,800.0
118895,2013-08-14,Canada,Stickers for Less,Holographic Goose,800.0
118935,2013-08-14,Kenya,Discount Stickers,Holographic Goose,20.0
118940,2013-08-14,Kenya,Stickers for Less,Holographic Goose,20.0
118980,2013-08-15,Canada,Discount Stickers,Holographic Goose,800.0
118985,2013-08-15,Canada,Stickers for Less,Holographic Goose,800.0
119025,2013-08-15,Kenya,Discount Stickers,Holographic Goose,20.0
119030,2013-08-15,Kenya,Stickers for Less,Holographic Goose,20.0
119070,2013-08-16,Canada,Discount Stickers,Holographic Goose,800.0
119075,2013-08-16,Canada,Stickers for Less,Holographic Goose,800.0
119115,2013-08-16,Kenya,Discount Stickers,Holographic Goose,20.0
119120,2013-08-16,Kenya,Stickers for Less,Holographic Goose,20.0
119160,2013-08-17,Canada,Discount Stickers,Holographic Goose,800.0
119165,2013-08-17,Canada,Stickers for Less,Holographic Goose,800.0
119205,2013-08-17,Kenya,Discount Stickers,Holographic Goose,20.0
119210,2013-08-17,Kenya,Stickers for Less,Holographic Goose,20.0
119250,2013-08-18,Canada,Discount Stickers,Holographic Goose,800.0
119295,2013-08-18,Kenya,Discount Stickers,Holographic Goose,20.0
119340,2013-08-19,Canada,Discount Stickers,Holographic Goose,800.0
119385,2013-08-19,Kenya,Discount Stickers,Holographic Goose,20.0
119390,2013-08-19,Kenya,Stickers for Less,Holographic Goose,20.0
119395,2013-08-19,Kenya,Premium Sticker Mart,Holographic Goose,20.0
119430,2013-08-20,Canada,Discount Stickers,Holographic Goose,800.0
119435,2013-08-20,Canada,Stickers for Less,Holographic Goose,800.0
119475,2013-08-20,Kenya,Discount Stickers,Holographic Goose,20.0
119480,2013-08-20,Kenya,Stickers for Less,Holographic Goose,20.0
119520,2013-08-21,Canada,Discount Stickers,Holographic Goose,800.0
119525,2013-08-21,Canada,Stickers for Less,Holographic Goose,800.0
119565,2013-08-21,Kenya,Discount Stickers,Holographic Goose,20.0
119570,2013-08-21,Kenya,Stickers for Less,Holographic Goose,20.0
119610,2013-08-22,Canada,Discount Stickers,Holographic Goose,800.0
119615,2013-08-22,Canada,Stickers for Less,Holographic Goose,800.0
119655,2013-08-22,Kenya,Discount Stickers,Holographic Goose,20.0
119660,2013-08-22,Kenya,Stickers for Less,Holographic Goose,20.0
119700,2013-08-23,Canada,Discount Stickers,Holographic Goose,800.0
119745,2013-08-23,Kenya,Discount Stickers,Holographic Goose,20.0
119750,2013-08-23,Kenya,Stickers for Less,Holographic Goose,20.0
119790,2013-08-24,Canada,Discount Stickers,Holographic Goose,800.0
119835,2013-08-24,Kenya,Discount Stickers,Holographic Goose,20.0
119840,2013-08-24,Kenya,Stickers for Less,Holographic Goose,20.0
119880,2013-08-25,Canada,Discount Stickers,Holographic Goose,800.0
119925,2013-08-25,Kenya,Discount Stickers,Holographic Goose,20.0
119970,2013-08-26,Canada,Discount Stickers,Holographic Goose,800.0
119975,2013-08-26,Canada,Stickers for Less,Holographic Goose,800.0
120015,2013-08-26,Kenya,Discount Stickers,Holographic Goose,20.0
120020,2013-08-26,Kenya,Stickers for Less,Holographic Goose,20.0
120025,2013-08-26,Kenya,Premium Sticker Mart,Holographic Goose,20.0
120060,2013-08-27,Canada,Discount Stickers,Holographic Goose,800.0
120065,2013-08-27,Canada,Stickers for Less,Holographic Goose,800.0
120105,2013-08-27,Kenya,Discount Stickers,Holographic Goose,20.0
120110,2013-08-27,Kenya,Stickers for Less,Holographic Goose,20.0
120150,2013-08-28,Canada,Discount Stickers,Holographic Goose,800.0
120195,2013-08-28,Kenya,Discount Stickers,Holographic Goose,20.0
120200,2013-08-28,Kenya,Stickers for Less,Holographic Goose,20.0
120240,2013-08-29,Canada,Discount Stickers,Holographic Goose,800.0
120245,2013-08-29,Canada,Stickers for Less,Holographic Goose,800.0
120285,2013-08-29,Kenya,Discount Stickers,Holographic Goose,20.0
120290,2013-08-29,Kenya,Stickers for Less,Holographic Goose,20.0
120295,2013-08-29,Kenya,Premium Sticker Mart,Holographic Goose,20.0
120330,2013-08-30,Canada,Discount Stickers,Holographic Goose,800.0
120335,2013-08-30,Canada,Stickers for Less,Holographic Goose,800.0
120375,2013-08-30,Kenya,Discount Stickers,Holographic Goose,20.0
120380,2013-08-30,Kenya,Stickers for Less,Holographic Goose,20.0
120420,2013-08-31,Canada,Discount Stickers,Holographic Goose,800.0
120465,2013-08-31,Kenya,Discount Stickers,Holographic Goose,20.0
120470,2013-08-31,Kenya,Stickers for Less,Holographic Goose,20.0
120510,2013-09-01,Canada,Discount Stickers,Holographic Goose,800.0
120555,2013-09-01,Kenya,Discount Stickers,Holographic Goose,20.0
120560,2013-09-01,Kenya,Stickers for Less,Holographic Goose,20.0
120600,2013-09-02,Canada,Discount Stickers,Holographic Goose,800.0
120605,2013-09-02,Canada,Stickers for Less,Holographic Goose,800.0
120645,2013-09-02,Kenya,Discount Stickers,Holographic Goose,20.0
120650,2013-09-02,Kenya,Stickers for Less,Holographic Goose,20.0
120690,2013-09-03,Canada,Discount Stickers,Holographic Goose,800.0
120695,2013-09-03,Canada,Stickers for Less,Holographic Goose,800.0
120735,2013-09-03,Kenya,Discount Stickers,Holographic Goose,20.0
120740,2013-09-03,Kenya,Stickers for Less,Holographic Goose,20.0
120780,2013-09-04,Canada,Discount Stickers,Holographic Goose,800.0
120785,2013-09-04,Canada,Stickers for Less,Holographic Goose,800.0
120825,2013-09-04,Kenya,Discount Stickers,Holographic Goose,20.0
120830,2013-09-04,Kenya,Stickers for Less,Holographic Goose,20.0
120870,2013-09-05,Canada,Discount Stickers,Holographic Goose,800.0
120915,2013-09-05,Kenya,Discount Stickers,Holographic Goose,20.0
120920,2013-09-05,Kenya,Stickers for Less,Holographic Goose,20.0
120925,2013-09-05,Kenya,Premium Sticker Mart,Holographic Goose,20.0
120960,2013-09-06,Canada,Discount Stickers,Holographic Goose,800.0
121005,2013-09-06,Kenya,Discount Stickers,Holographic Goose,20.0
121010,2013-09-06,Kenya,Stickers for Less,Holographic Goose,20.0
121050,2013-09-07,Canada,Discount Stickers,Holographic Goose,800.0
121095,2013-09-07,Kenya,Discount Stickers,Holographic Goose,20.0
121100,2013-09-07,Kenya,Stickers for Less,Holographic Goose,20.0
121140,2013-09-08,Canada,Discount Stickers,Holographic Goose,800.0
121185,2013-09-08,Kenya,Discount Stickers,Holographic Goose,20.0
121230,2013-09-09,Canada,Discount Stickers,Holographic Goose,800.0
121235,2013-09-09,Canada,Stickers for Less,Holographic Goose,800.0
121275,2013-09-09,Kenya,Discount Stickers,Holographic Goose,20.0
121280,2013-09-09,Kenya,Stickers for Less,Holographic Goose,20.0
121320,2013-09-10,Canada,Discount Stickers,Holographic Goose,800.0
121325,2013-09-10,Canada,Stickers for Less,Holographic Goose,800.0
121365,2013-09-10,Kenya,Discount Stickers,Holographic Goose,20.0
121370,2013-09-10,Kenya,Stickers for Less,Holographic Goose,20.0
121410,2013-09-11,Canada,Discount Stickers,Holographic Goose,800.0
121455,2013-09-11,Kenya,Discount Stickers,Holographic Goose,20.0
121460,2013-09-11,Kenya,Stickers for Less,Holographic Goose,20.0
121500,2013-09-12,Canada,Discount Stickers,Holographic Goose,800.0
121505,2013-09-12,Canada,Stickers for Less,Holographic Goose,800.0
121545,2013-09-12,Kenya,Discount Stickers,Holographic Goose,20.0
121550,2013-09-12,Kenya,Stickers for Less,Holographic Goose,20.0
121555,2013-09-12,Kenya,Premium Sticker Mart,Holographic Goose,20.0
121590,2013-09-13,Canada,Discount Stickers,Holographic Goose,800.0
121635,2013-09-13,Kenya,Discount Stickers,Holographic Goose,20.0
121640,2013-09-13,Kenya,Stickers for Less,Holographic Goose,20.0
121680,2013-09-14,Canada,Discount Stickers,Holographic Goose,800.0
121685,2013-09-14,Canada,Stickers for Less,Holographic Goose,800.0
121725,2013-09-14,Kenya,Discount Stickers,Holographic Goose,20.0
121770,2013-09-15,Canada,Discount Stickers,Holographic Goose,800.0
121815,2013-09-15,Kenya,Discount Stickers,Holographic Goose,20.0
121860,2013-09-16,Canada,Discount Stickers,Holographic Goose,800.0
121865,2013-09-16,Canada,Stickers for Less,Holographic Goose,800.0
121905,2013-09-16,Kenya,Discount Stickers,Holographic Goose,20.0
121910,2013-09-16,Kenya,Stickers for Less,Holographic Goose,20.0
121950,2013-09-17,Canada,Discount Stickers,Holographic Goose,800.0
121995,2013-09-17,Kenya,Discount Stickers,Holographic Goose,20.0
122000,2013-09-17,Kenya,Stickers for Less,Holographic Goose,20.0
122040,2013-09-18,Canada,Discount Stickers,Holographic Goose,800.0
122045,2013-09-18,Canada,Stickers for Less,Holographic Goose,800.0
122085,2013-09-18,Kenya,Discount Stickers,Holographic Goose,20.0
122090,2013-09-18,Kenya,Stickers for Less,Holographic Goose,20.0
122130,2013-09-19,Canada,Discount Stickers,Holographic Goose,800.0
122175,2013-09-19,Kenya,Discount Stickers,Holographic Goose,20.0
122180,2013-09-19,Kenya,Stickers for Less,Holographic Goose,20.0
122220,2013-09-20,Canada,Discount Stickers,Holographic Goose,800.0
122225,2013-09-20,Canada,Stickers for Less,Holographic Goose,800.0
122265,2013-09-20,Kenya,Discount Stickers,Holographic Goose,20.0
122270,2013-09-20,Kenya,Stickers for Less,Holographic Goose,20.0
122310,2013-09-21,Canada,Discount Stickers,Holographic Goose,800.0
122355,2013-09-21,Kenya,Discount Stickers,Holographic Goose,20.0
122400,2013-09-22,Canada,Discount Stickers,Holographic Goose,800.0
122445,2013-09-22,Kenya,Discount Stickers,Holographic Goose,20.0
122490,2013-09-23,Canada,Discount Stickers,Holographic Goose,800.0
122535,2013-09-23,Kenya,Discount Stickers,Holographic Goose,20.0
122540,2013-09-23,Kenya,Stickers for Less,Holographic Goose,20.0
122580,2013-09-24,Canada,Discount Stickers,Holographic Goose,800.0
122625,2013-09-24,Kenya,Discount Stickers,Holographic Goose,20.0
122630,2013-09-24,Kenya,Stickers for Less,Holographic Goose,20.0
122670,2013-09-25,Canada,Discount Stickers,Holographic Goose,800.0
122715,2013-09-25,Kenya,Discount Stickers,Holographic Goose,20.0
122720,2013-09-25,Kenya,Stickers for Less,Holographic Goose,20.0
122760,2013-09-26,Canada,Discount Stickers,Holographic Goose,800.0
122805,2013-09-26,Kenya,Discount Stickers,Holographic Goose,20.0
122810,2013-09-26,Kenya,Stickers for Less,Holographic Goose,20.0
122850,2013-09-27,Canada,Discount Stickers,Holographic Goose,800.0
122895,2013-09-27,Kenya,Discount Stickers,Holographic Goose,20.0
122900,2013-09-27,Kenya,Stickers for Less,Holographic Goose,20.0
122940,2013-09-28,Canada,Discount Stickers,Holographic Goose,800.0
